,text,height
1207,"Khách 3986: V 160 nặng 45kg, eo 70",160
1208,Khách 3986: Cao 153 nặng 52kg là site gì shop,153 
1209,Khách 3998: Ko biết nữa 1m58 60kg,1m58
1210,Khách 4003: 1m55.cân nặng 48kg,1m55
1211,"Khách 4005: Chiều cao 1m56 ,nặng 50kg",1m56
1212,Khách 4010: 1m55 54kg eo 75,1m55
1213,"Khách 4015: E nặng 42kg, cao 1m58 ạ",1m58
1214,Khách 4017: E 1m50 nặng 49kg mặc sai nào ạ,1m50
1215,Khách 4022: e cao m56. năng 50kg,m56
1216,Khách 4040: Mình 62kg cao 1m 59,1m 59
1217,Khách 4041: 1m50nang 49kg,1m50
1218,Khách 4043: Mình cao 1.67 cân nặng 55ky, 1.67
1219,"Khách 4045: 1m, 45.60ky"," 1m, 45"
1220,Khách 4046: 55ki cao 1m rưỡi mặc vua ko,1m rưỡi 
1221,Khách 4049: E cao 1m65 nặng 55 kg ạ,1m65
1222,Khách 4057: E cao 1m5 nặng 47kg,1m5
1223,Khách 4068: 1m65 nặng 53kg ạ,1m65
1224,Khách 4081: 43kg.160cm,160cm
1225, Khách 8906: Cho mình hỏi.1m6 50kg mặc size nào.để bit mà mua,1m6
1226, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
1227, Khách 8912: e ơi. shop mình còn mẫu này k e? cao m50 nặng 51 kí ak e,m50
1228, Khách 8955: Chị cho em hỏi cao 1m68 nặng. 63 ky vừa k ạ,1m68
1229, Khách 8955: Shop ơi cho mình hỏi set. Này cao . 1m68. Nặng. 60ky vừa k ạ,1m68
1230, Khách 8970: 46kg cao 1m53 mặt size gì ạ,1m53
1231, Chi 55kg cao 1m50,1m50
1232, Khách 8985: 1m52 54 kg,1m52
1233, Khách 8986: Thường độ bên bạn 52ky cao m53 thì chốt đơn size nào ạ,m53
1234, Khách 8986: Cho chị hỏi mấy mẫu này 52ky cao m53 vừa ko e,m53
1235, Khách 9019: Chị cao 1m50 nặng 49kg. Em xem mặc size gì vừa nhé,1m50
1236, Khách 9020: Chị 1m6 58 kg. Nguyễn huỳnh nhung 268 đường 3/2 p12 q10 em nhé. Tks em,1m6
1237, Khách 9027: E cao m58 nặng 50kg ạ,m58
1238," Khách 9036: Cao 1m60 , nặng 49kg , Ngực 83, Eo 70, Mông 94",1m60
1239, Khách 9064: Cao 1m59 nặng 51 kg,1m59
1240," Khách 9064: Size cho cho người cai 1m59 nặng 51 kg, màu đen shop ơi",1m59
1241," Khách 9068: Mình cao 1m50, nặng 45ky mặc sz gì ạ",1m50
1242," Khách 9079: Chị cao 162, nặng 54 kg Hằng nha",162
1243, Khách 9083: E 50ki cao 1m53 mac Size nào vua c,1m53
1244, Khách 9087: Shop còn sét này kg để mình sét nhé .cao 1m55 /51kg xxxxx,1m55
1245, Shop: nếu chị 54kg thì phải cao tầm m6 thì ok,m6
1246, Khách 9120: Cao 1.64 nặng 55 kg ạ,1.64
1247," Khách 9123: Em m67,53 kí . Chị canh size giup em nhe",m67
1248," Khách 9137: Mình nặng 49-50 kg ạ, cao 1 m53.",1 m53.
1249, Khách 9140: em ơi ! c mới nhận cái đầm nhưng rộng c đổi size dc ko ? C có báo với nhân viên c cao 1m68 nặng 48kg rồi nói c mặc M . Nhận về rộng quá c đổi size S dc ko vậy,1m68
1250, Khách 9140: em ơi ! c mới nhận cái đầm nhưng rộng c đổi size dc ko ? C có báo với nhân viên c cao 1m68 nặng 48kg rồi nói c mặc M . Nhận về rộng quá c đổi size S dc ko vậy,1m68
1251, Khách 9186: e 1.58 49kg,1.58
1252, Khách 9213: Cao 1m6 nặng 53 kg,1m6
1253, Khách 9213: Cao 1m6 nặng 53 kg,1m6
1254, Khách 9213: Cao 1m6 nặng 53 kg,1m6
1255, Khách 9221: Lấy cho mình 1 quần này 1m65 nặng 46kg ạ,1m65
1256, Khách 9222: M63 51ky,M63
1257, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
1258, Khách 10892: Em cao 1m55 nặng 42kg,1m55
1259," Khách 10924: C chua có đơn tren lai, c 56kg cao 1.63 c vua Sai L k e, 90 nguyễn chí thanh, phuong chi lăng, tp plieku gia lai,xxxxx", 1.63
1260, Khách 10930: 1m55 nặng 56kg,1m55
1261, Khách 10930: E 1m55 nặng 55kg,1m55
1262, Khách 10951: Chị 1m54 nặng 54 kg,1m54
1263, Khách 10968: 47kg cao 157cm vừa đúng ko e,157cm
1264, Khách 10968: Váy màu da size S ng 47kg cao 157cm nhé e,157cm
1265, Khách 10968: c 47kg cao 157cm,157cm
1266, Khách 10968: C 47kg cao 157cm vùa ko hay rộng,157cm
1267, Khách 11015: Mình hỏi là chiều cao cân nặng của mình như thế thì vừa size naog, Khách 11015: Mình hỏi là chiều cao cân nặng của mình như thế thì vừa size naog
1268, Khách 11015: Mình 1m75 nặng 58kg có còn size ko ạ,1m75
1269, Khách 11015: 1m75 nặng 58kg có size ko ạ,1m75
1270, Khách 11024: Mình 1m55 49kg,1m55
1271," Khách 11024: Chị 1m55 , 50kg mặc size gì",1m55
1272, Khách 11033: 1m55 48kg mặc dc k ạ,1m55
1273, Khách 11034: 42 ký cao 1m 50 ạ,1m 50
1274, Khách 11046: Mẫu này chị mua tặng bạn cái 1m55 nặng 56 ký size gì em,1m55
1275, Khách 11051: Lay cho e 1cai cao 150 nặng 52 kg giup e voi,150
1276, Khách 11083: E nặng 56kg cao 1m55,1m55
1277," Khách 11124: 53 kg, 1m 58 nhé",1m 58
1278, Khách 11124: 53 kg 1m58,1m58
1279, Khách 11128: Mình cao 1m54 nặng 54kg mặc được k ạ,1m54
1280, Khách 11129: 53kg cao 1m6,1m6
1281, Khách 11129: Em 53kg cao 1m6,1m6
1282, Khách 11132: 2 mẫu này mình còn mẫu nào hk shop. em 50 ký. cao 1m56,1m56
1283, Khách 11181: Mh 1m63 53kg,1m63
1284, Khách 11847: Cao 1m50 nặng 50kg ạh,1m50
1285, Khách 11853: em 48kg cao 1m55 ạ,1m55
1286," Khách 11859: Chi 49kg cao 1,59","1,59"
1287," Khách 11859: chi 49kg cao 1,60 eo 666ah","1,60"
1288, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
1289," Khách 11874: 1m56,52kg,eo 74 vừa k",1m56
1290," Khách 11874: 2 mẫu này 1m56,51kg,eo 74 vừa k e",1m56
1291," Khách 11874: 2 mẫu này 1m56,52kg,eo75 vừa k e",1m56
1292," Khách 11874: 1m56,52kg,eo75 vừa k e",1m56
1293, Khách 11886: Cao 1m56 nặng 55kg. Vừa sz nào hay,1m56
1294," Khách 11902: Freeship hả shop ơi, m m50 51kg",m50
1295, Khách 11917: 55kg cao 1m50,1m50
1296, Khách 11917: Sđtxxxxx 1m50 nang 55kg,1m50
1297, Khách 11917: Sét xanh L.54kg cao1m50,1m50
1298, Khách 11924: dạ cho e hỏi 50ky cao 1m53 vua hok ạ,1m53
1299, Cao 1m6 nặng 46kg,1m6
1300, Khách 11948: Cao 1m67 55kg có vừa ko b ơi,1m67
1301, Khách 12023: Ai đặt ko lấy e để cho c nha em size nào mà 1.68 nặng 53kg vừa nha,1.68
1302, Shop: 1m53 41kg nha c,1m53
1303, Shop: 1m53 40kg nha c,1m53
1304," Khách 12043: 1m51 ,  48kg ah. xxxxx  Sét này vay lung thun ha shop . Thaks",1m51
1305, mình cao 1m63 nặng 44kg ạ,1m63
1306, Khách 12056: Mình cao 1m 60 nặng 58 kg,1m 60 
1307, Khách 12058: em cao 1m6 nặng 50kg,1m6
1308, Khách 12091: E cao 1m53 nặng 46kg c nhé.,1m53
1309, Khách 12097: Cao 1m52 nặng 56kg eo 75 vừa k ạ,1m52
1310," Khách 12115: Em 1,55 nặng 50kg eo 57 bụng 82 có mặc vừa k ạ","1,55"
1311, Khách 12131: Em ơi cho chị hỏi mẫu này mà cao 166 nặng 58 kg mặc đc k e,166
1312, Khách 12140: Khi nào có hàng để chị 1 set xanh hoặc xám size m57 49ky nhexxxxx,m57 
1313," Khách 12143: Dạ M ạ , 56 kg cao m6 vừa M ko ạ",m6
1314," Khách 1749: 43kg, m50 ạ",m50
1315, Khách 1749: C ơi 3 đầm này có size cho ng 43kg m50 ko ạ,m50
1316, Khách 1765: Mình 50kg cao 1m60,1m60
1317, size 1m55 53kg mặc,1m55
1318, Khách 1834: Có váy này cho người 60 cân cao 1 m 6 không e,1 m 6 
1319, Khách 1846: Chi 48 cao 1/52, 1/52
1320, Khách 1851: 1m55.55.kg vua ko e,1m55
1321, Khách 1870: 53kg 1m56 eo 73 vừa k e,1m56
1322," Khách 1870: S nhỏ nhiều ko em, eo 68, cao 1m63 nặng 50 kg vừa ko em",1m63
1323, Khách 1881: shop cho mình hỏi 2 mẫu này còn size S cho người 40kg 1m52 ko bạn?,1m52
1324, Khách 1888: Cao 1m 50 nặng 54kg,1m 50
1325, Khách 6338: 1m56 44ky,1m56
1326, Khách 6338: Vậy 1m58 44ky thi mặc size nào đươc ạ,1m58
1327," Khách 6338: Hôm qua e dc chốt set này . Cho e hoi 1m56, 44ky măc size M hay S ạ. Vi hôm qua e đặt size M",1m56
1328," Khách 6338: Hôm qua e dc chốt set này . Cho e hoi 1m56, 44ky măc size M hay S ạ. Vi hôm qua e đặt size M",1m56
1329, Khách 6389: Đầm nay 55kg cao 1m55 vua hk e,1m55
1330, Khách 6400: Mình 1m61 45kg,1m61
1331, Khách 6414: Dạ e cao 1m65 nặng 50kg ạ,1m65
1332, Khách 6414: E cao 1m65 nặng 50kg ạ,1m65
1333, Khách 6419: Với cho e hỏi e cao m5 nặng 45-46kg thì mặc size gì ạ? Để e xem live e chốt,m5
1334,Khách 1071: Mình cao m60 can năng 65 kí,m60
1335,Khách 1076: 1m52 nặng 65kg Ạ,1m52
1336,"Khách 1089: Dạ cao 1m61, cân nặng 45kg ạ",1m61
1337,"Khách 1093: Mình cao 1.6 nặng47,5kg", 1.6
1338,Khách 1104: Có sz m57 43kg k ạ,m57
1339,Khách 1106: Mình 49kg cao 1m50 ạ,1m50
1340,Khách 1119: dạ em 50kg 1m54,1m54
1341,Khách 1120: M48 nặng 40 mặc vừa size S k ạ,M48
1342,Khách 1128: Mình cao m57 nặng 45kg,m57
1343,Khách 1133: E 1m59 nang 60kg mac vừa k chi,1m59
1344,Khách 1134: E 50kg 1m52,1m52
1345,Khách 1135: 1m6 nặng 46 kg,1m6
1346,Khách 1136: 1m50 nang 60kg vua ko,1m50
1347,"Shop: L là từ 53,5kg cho tới tầm 56,57kg cho chiều cao là 1m6",1m6
1348,Shop: size M từ 49kg đến 53kg  cho chiều cao là 1m6,1m6
1349,Shop: size S mẫu này dưới 48kg cho chiều cao là 1m6,1m6
1350,"Khách 1152: Shop gửi mình size S tầm cao nhiêu, nặng nhiêu rồi mình hỏi lại các bạn khác sẽ gửi lại số lượng của từng size nha","Khách 1152: Shop gửi mình size S tầm cao nhiêu, nặng nhiêu rồi mình hỏi lại các bạn khác sẽ gửi lại số lượng của từng size nha"
1351,Khách 1170: Dạ cao 1m50 nặng 42kg,1m50
1352,Shop: dạ mẫu cao 1m64 nặng 46kg ạ,1m64
1353,Khách 1182: Dạ 1m67 55kg ạ,1m67
1354,Khách 1195: 56o cao 1.6 vừa k bn, 1.6
1355,Shop: Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/thoitranghume/photos/a.142770340797826/204169624657897/?type=3&av=104247154650145&eav=Afb4wOJ1KG2cUGI7KvSrzpgh1bIKobZTaKBkhVpMbM0pMbdmA-poLodxQDMQNjBBGlk&comment_id=229120408829485),M0
1356,Khách 1210: nặng 50ki cao met 58,met 58
1357,"Khách 1211: 1m58 ,63kg ạ",1m58
1358,Khách 1212: 56kg 1m65,1m65
1359,Khách 1214: Mình cao 1m52 nặng 48ky,1m52
1360,"Khách 1219: Mình 1m65 , 55kg ak",1m65
1361,Khách 1220: e cao 1m6 nặng 54kg á shop,1m6
1362,Khách 1223: Mình cao 1m6 nặng 53 kg mặc size gì,1m6
1363,Khách 1239: set này cao 1m53 nặng 39kg,1m53
1364,Khách 1241: 1m55 - 52 kg,1m55
1365,Khách 1243: 1m65 55kg mặc size j ạh,1m65
1366,Khách 1258: Mình cao m60 nặng 55kg mặc size gì ạ,m60
1367,Khách 1263: 1m52 48ki,1m52
1368,Khách 1263: 1m52 48 ki,1m52
1369,Khách 1279: 1m68 70kg vừa k chị,1m68
1370,Khách 1281: 1m50 40kg mặc size j ạ,1m50
1371,Khách 1281: 1m50 40kg ạ,1m50
1372,Khách 1285: M65 nặng 55kg,M65
1373,Khách 1286: M5 44kg á shop,M5
1374,"Khách 1287: Dạ cao 1m53, nặng 43kg",1m53
1375,"Khách 1311: Lấy em 1 bộ xanh, cao mét 58,nặng 46ky",mét 58
1376,Khách 1314: C cao 1m53 51kg,1m53
1377,Khách 1320: E cao 1m57 nặng 53 kí á,1m57
1378,Khách 1321: 1m54. 57ky,1m54
1379,Khách 1322: E cao 1m53 nặng 40kg,1m53
1380,Khách 3049: 60kg cao 1m65,1m65
1381,Khách 3071: M67 55kg mang sz nào ạ,M67
1382,Khách 3076: E nặng 45kg cao 1m56 ạ,1m56
1383,Khách 3081: Em cao 1m55 nặng 43kg ạ,1m55
1384,Khách 3090: Em 52kg chiêu cao 160,160
1385,"Khách 3115: mình m65, 55kg ạ",m65
1386,Khách 3139: Ok shop lấy chị mẫu này chị 50kg cao 1.57m,1.57m
1387,Khách 3150: e.  45ki cao1 met50  mac sexi gi shop,1 met50
1388,Khách 3152: Cao 1 58.nặng 43kg,1 58
1389,Khách 3157: E m55 40kg,m55
1390,Khách 3158: Cao 1m63 nạn 65 ký,1m63
1391,Khách 3158: Cao 1m63 nạn 65 ký,1m63
1392,Khách 3161: Mình nặng 44kg cao 145, 145
1393,Khách 3175: 1m58 nặng 57kg,1m58
1394,Khách 3177: dạ e cao 1m52 nặng 45 kg ạ,1m52
1395,Khách 3177: E cao 1m52 nặng 45 kg thì mặc vừa size gì ạ,1m52
1396,Khách 3191: Dạ cao 1m64 nặng 60kg ạ,1m64
1397,Khách 3193: Dạ m52 nặng 50kg,m52
1398,Khách 3199: Chị cho em hỏi bộ này còn hàng không vậy chị em nặng 60kg cao 1m 67Có vừa không chị, 1m 67
1399,Khách 3201: E cao m60 nặng 50kg ạ,m60
1400,Khách 3212: E 1m58 58kg,1m58
1401,Khách 3216: MK 58ky. Cao 1m68,1m68
1402,Khách 3219: E nặng 64.cao 1.59 c., 1.59
1403,Khách 3229: 50kg 1m59 ạ,1m59
1404,Khách 3232: 1m45 45kg ạ,1m45
1405,Khách 3232: 45kg cao 1m45 ạ,1m45
1406,Khách 3234: M50 50kg,M50
1407,"Khách 3235: 1m45,nặng 45kg mặc sai nào ạ",1m45
1408,Khách 3236: Cao 1m50 nặng 52kg,1m50
1409,Khách 3237: E cao 1m55 41kg,1m55
1410,Khách 3254: 47ký cao 1m55,1m55
1411,Khách 3260: M55 nặng 45 kg ạ,M55
1412,Khách 3273: 47kg cao 1m67,1m67
1413,Khách 3296: Dạ e cao 1m69 nặng 48kg ạ,1m69
1414,"Khách 3303: Dạ 52kg ,1m50 ạ",1m50
1415, Khách 8600: 150 nặng 47,150 
1416, 155 nặng 49,155
1417," Khách 8648: 48kg 152cm áo dài size gì vừa e, lần sau về c biết đặt",152cm
1418," Khách 8648: Áo dài cao 152cm, nặng 48kg mặc size gì",152cm
1419, Khách 8681: E gửi cho chị sét này nha sive l nha 150 m nặng 52 ký gửi chị sive,150 m
1420, Khách 8695: E 1m45.nang 45 kg mac dk phai hk c,1m45
1421, Khách 8719: Còn e đặt 1 cái 52kg c 1m58 nha,1m58
1422, Khách 8735: Chị cao 1m57.nang 56 kg vua ko em,1m57
1423, Khách 8739: E 53 kg 1m56 ak,1m56
1424, Khách 8749: 53kg cao 1m52 mac size mấy shop,1m52
1425, Khách 8788: 56kg m 6 vua ko, m 6
1426, Khách 8816: Mình 48kg - cao 1m57 mặc vừa ko?,1m57
1427," Khách 8841: C 57ki 1,6m","1,6m"
1428," e cao 1m52, nặng 52kg thì đố bên chị em mặc size gì ạ",1m52
1429," Khách 8859: e cao 1m52, nặng 52kg thì đố bên chị em mặc size gì ạ",1m52
1430, Khách 8877: E 1m50 58kg có size ko ạ,1m50
1431," Khách 8879: chào shop,.m cao m 63, nặng 62kg, mãu này m vừa k ạ",m 63
1432, Khách 8889: e 46kg cao 1m57,1m57
1433, Khách 10423: Eo 70 cao 156 nag 54kg,156
1434, Khách 10423: Cao 156 nag 54kg, 156
1435, Khách 10423: E cao 156 nag 54 kg eo 71 mông 94,156
1436, Khách 10453: E cao m58 năng 47 kg,m58
1437, Khách 10514: 60kg m65 dc k,m65
1438," Khách 10551: E ơi bữa nv bên e có gọi điện chốt cho c cái đầm này rồi, nhưng c nói để c xem them rồi dồn đơn, nhưng tối qua c bận k xem đc, e gọi lại c lấy đàm này nhé nặng 53kg cao 1m54",1m54
1439, Khách 10594: Lấy e sét này 57kg 1m63,1m63
1440, Khách 10606: Chị 1m55 nặng 51kg,1m55
1441, Khách 10658: 53 kg cao 1 m 56 mặc size nào,1 m 56 
1442," Khách 10664: Cho em hỏi quần này co giãn nhiều ko ạ , em 1m62 - 51kg mà đùi hơi to sợ ko vừa ạ",1m62
1443, Khách 10689: 47kg cao 1m57,1m57
1444," Khách 10698: E lấy quần jean 175k size 47kg cao 1,6m và đầm caro vàng","1,6m"
1445," Khách 10698: Lấy size 46kg cao1,6m nhé","1,6m"
1446, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
1447, Khách 10721: Mình 51 kg cao M56,M56
1448, Khách 10722: Quần thì size M hay S cũng dc. E 47ki 1m6,1m6
1449, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
1450, Khách 12226: E cao 1m57 56kg eo khoảng 74cm,1m57
1451, Khách 12226: E cao 1m57 56kg eo khoảng 74cm,1m57
1452," Khách 12228: Free  size đúng ko em 53kg cao 1,6m mặc vừa em nhỉ"," 1,6m"
1453, Khách 12239: Minh 56kg cao 1m62,1m62
1454, Khách 12256: E cao 1 m65 nặng 51 kg à, 1 m65 
1455, Khách 12277: 17 Nguyễn viết Xuân tổ 1 phuong an bình thị xã an khe tinh gia lai ...xxxxx .. 53 ký cao 1 m48, 1 m48
1456, Khách 12338: E 45kg. Cao 1m58,1m58
1457, Khách 12351: Mẫu này 1m7 55kg size nào ạ,1m7
1458, Khách 12351: 1m7 va 55kg chiều dài ngắn ko ạ,1m7
1459, Khách 12351: 1m7 56kg vừa ko ạ?,1m7
1460, Khách 12352: E cao m55 nặng 52kí ạ,m55
1461, Khách 12352: E cao m55 nặng 54 kí ạ,m55
1462, Khách 12358: Ví dụ mình 57kg.1m58,1m58
1463," dc tổ 12, kp4b, trảng dài biên hoà, đồng nai. Mình cao 1m58 nặng 55kg shop lấy size giúp nhé, hôm qua kia mình có đơn thì có dồn đi chung dc hay đã gửi rồi ạ",1m58
1464, Khách 12445: 55ki 1m60,1m60
1465, Khách 12457: E nặng 40kg cao 1m50 nha shop,1m50
1466," Khách 12484: M chưa có đơn trên live, m cao 1m58, nặng 53kg, phươngxxxxx",1m58
1467, Khách 12489: M6 48kg vừa không ạ,M6
1468, Khách 12496: C 56k cao 1m58,1m58
1469," Cao 1,60 nặng 50ký","1,60"
1470," Khách 1978: Mình cao 1,60 nặng 50 ký.","1,60"
1471, 53kg 1m64,1m64
1472, Khách 1983: chưa co đơn nhaxxxxx áo đen nha.quân thi chj cao m65.năng 52kg nha, m65
1473," Khách 1994: M 1m52, 53 kg mặc size nào B ơi",1m52
1474," Khách 2003: Chị cao 1,5 nặng 52 kg mặc size gì e","1,5"
1475, Khách 2055: Mình 53 ký cao 1m65 ak,1m65
1476, Khách 3057: Mình cao 1m58 nặng 57kg mặc vừa k ak,1m58
1477, Khách 3057: Cao 1m58 nặng 53kg mặc sz nào ak,1m58
1478, Khách 3089: 51/52kg 1m60,1m60
1479, Khách 3089: 52kg 1m60 mac sz nào,1m60
1480, Khách 3110: 56kg 1m56 vừa k ạ,1m56
1481, Khách 3120: Cao 162 nặng 50kg,162 
1482, Khách 3121: C 54kg cao 1m6,1m6
1483, Khách 3127: 45 kg cao 1m55,1m55
1484," Khách 3164: Cho hỏi mẫu này v1 94 v2 80 cao 160, 58kg vừa ko ạ",160
1485, Khách 3166: C 52kg cao 1m6,1m6
1486, Khách 3167: E 53 ký cao 1m6 vừa k chị,1m6
1487, Khách 3774: Co ai xả thi để minh nhé. 48kg 1m62 xxxxx,1m62
1488, Khách 3795: Em 1m50-năng 45kg mặc vừa ko ạ,1m50
1489, Khách 3819: 47kg.cao 1m55..,1m55
1490, Khách 3823: Cao 158 nặng 55,158
1491, Khách 3823: Cao 158 nặng 55,158 
1492, Khách 3823: Cao 158 nặng 55,158 
1493, Khách 3823: Cao 158 nặng 55 vừa k ạ,158
1494, Khách 3836: E 53kg cao 1m7 mặc size j c?,1m7
1495, Khách 3853: e 1m65 57kg eo 68 thì vừa size nào ạ,1m65
1496, Khách 3853: e 1m65 57kg eo e 65 ạ,1m65
1497, Khách 3853: 1m65 57kg eo 65 ạ,1m65
1498, Khách 3887: Size M ạ. 56kg cao 1m59,1m59
1499, Khách 3892: E 50kí cao 1.57 m ak,1.57 m 
1500, Khách 3892: C 48 kí cao 1.58,1.58
1501, Khách 3892: 1.57m nag 50 ki mang size j dc ha shop,1.57m
1502, Khách 4563: E 53kg eo hơi to ak c 75cm . Giá bn v ạ,75cm
1503, Khách 4573: mình cao 1m65 nặnh 55 kí,1m65
1504, Khách 4608: (Size L) Chị cao 160m nang 52kg, 160
1505, Khách 4622: 3 set đó e 1m55 nặng 57 kg vừa k c,1m55
1506, Khách 4622: E cao 1m55 nặng 55kg v size nào ạ,1m55
1507, 53kg - 1m6 shop ơi,1m6
1508, Khách 4657: 45 ki cao 1m50,1m50
1509, Khách 4664: Đầm này còn k shop ơi 1m58 56kg mặc vừa sz M k ạ,1m58
1510, Khách 4671: Là e nặng 47kg 1m53,1m53
1511, Khách 4671: Ủa.e nặng 47kg 1m53,1m53
1512, Khách 4671: Cho e hỏi cái đầm xanh này người 50 tuổi cao 1m60 nặng 54kg.có mang đc cái đầm xanh này k ạ shop,1m60
1513, Khách 4671: Mình 1m53 nặng 47kg,1m53
1514, Khách 4676: Mấy mẫu này có size 56 kg cao 1m57 k shop ơi,1m57
1515, Khách 4687: Chị cAo 1m57 nặng 47 ký,1m57
1516, Khách 4687: Chị cao 1m57 nặng 47 ký mặc size gì?,1m57
1517, Khách 5846: 1m58 50kg,1m58
1518," Khách 5850: Hi em , e còn mẫu dưới hình ko chị muon lấy nhưng ko biet size, Eo chi 73, cao 1m54. Nặng 48 kg",1m54
1519," Khách 5861: Sz L. Cao 1m58, nặng 57kg vừa k e",1m58
1520, Khách 5861: 2 mãu này 57kg. Cap 1m58 vừa k e,1m58
1521," Khách 5863: Shop ơi, mình cao 1m65, 54kg, mẫu này mình vừa ko ạ, nếu vừa Ship giùm mình đến đc Lê Hồng Linh Trân 149/13 Lê Đình Lý, quận Hải Châu , tp Đà Nẵngxxxxx",1m65
1522, Khách 5865: Cao 1m58 nặng 47kg nếu còn lấy 1c ạh,1m58
1523, Khách 5872: Váy màu vàng này cao 1 m56 năng 56 cân vừa ko,1 m56
1524, Khách 5895: Em cao 1m58 nặng 58kg,1m58
1525, Khách 5895: Mẫu này 1m58 59kg vừa ko ạ,1m58
1526, Khách 5980: 1.55m nặng 46kg, 1.55m
1527, Khách 6173: Em cao 1m60 nặng 49Kg,1m60
1528, Khách 6175: 1.48 55 kg mặc Size nào b,1.48
1529, Khách 6186: 1m65 60 kí,1m65
1530, Khách 6198: E 54kg cao 1m 57 shop lay size tương ung vua jup e nhe..cam ơn shop,1m 57 
1531, Khách 6214: Cao 167 nặng 50ky,167 
1532, Shop: dạ đầm pên e khoảng 52kg trên m6 đổ xuống vua ạ,m6
1533," Khách 6218: Cho e hỏi mấy mẫu này còn ko ạ , có size ko . E cao 1 m55 nặng 58 kg",m55
1534," Khách 6248: Có size thì lấy c size L, c 1.59m, nặng 56kg nhé",1.59m
1535, Khách 6270: 1’m56 nang 56 kg,1’m56
1536, Khách 6270: 1m56 nang 56 kg,1m56
1537, Khách 6270: 1’m55 nang 55 kg,1’m55 
1538, Khách 6270: Chi cao 1’m57 nang 55 kg ne, 1’m57 
1539," Khách 6297: Cao 1m62 nặng 48kg, mình chưa chốt đơn trên live nha bạn",1m62
1540, Khách 6307: Em cao 1m58 nặng 48kg,1m58
1541, Khách 6309: Chị 43kg cao 150, 150
1542," Khách 6309: Nặng 46kg, cao 1m50",1m50
1543, Khách 6315: Em 55kg 1m57 vừa k,1m57
1544, Khách 6874: Chỉ cao 165nag 60kg vừa ha e,165
1545, Khách 7036: M m55 52kg ạ,m55
1546, Khách 7041: 52kg 1m56,1m56
1547, Khách 7060: E cao m63 nặng 52 ki,m63
1548, Khách 7066: cao 1m63 nặng 52kg,1m63
1549, Khách 7071: Chị 1 m 60.55kg.eo74,1 m 60
1550, Khách 7082: Đầm có size cho 1m55 41kg ko ạ,1m55
1551," Khách 7095: M cao 1m60 nặng 53c, m hay mặc size M",1m60
1552, Khách 7095: M cao 1m60 nặng 53c mặc vừa ko a,1m60
1553, Khách 7095: M cao 1m60 nặng 52kg,1m60
1554, Khách 7113: E 45kg cao 1m50,1m50
1555," Khách 7150: 55kg, 1,6m","1,6m"
1556, Khách 7164: Dạ e 49kg cao 1m54 ạ,1m54
1557, Khách 7165: 1m62 nang 54kg. 86_74_90,1m62
1558, Khách 7199: Cao 1m53.cn46kg mặc side nào được,1m53
1559, Khách 7199: Cho chị 1 bộ nha.cn 46kg.cc1m53,1m53
1560, Khách 7374: Dạ e 55kg cao 165 mặc size nào ạ,165 
1561," Khách 7401: 1m6 , 50 cân nha shop",1m6
1562," Khách 7401: 1m6 , 50 cân",1m6
1563, Khách 7402: Shop ơi. Mẫu này m55 55kg mặc đc k ạ. E mua cho mẹ e ạ,m55
1564, Khách 7412: E m53 nặng 43ki,m53
1565, Khách 7430: C 46k cao 1m57 nhé e,1m57
1566, Khách 7430: 47k cao 1m57,1m57
1567," Khách 7450: 1m57 nặng 49kg, eo 70 mặc sz bao nhiu bên mình vừa sh? M muốn mua hàng mà live k nghe tư vấn sz đc nên k bít đặt tn",1m57
1568, Khách 7458: 1m55-55kg,1m55
1569,Khách 1547: E cao 1m52 nặng 59 kg vừa a,1m52
1570,Khách 1558: bt cân nặng chiều cao thế thì mặc size nào ạ,Khách 1558: bt cân nặng chiều cao thế thì mặc size nào ạ
1571,Khách 1558: em cao 1m62 nặng 52kg,1m62
1572,Khách 1560: E cao 1 m63 nag 50kg ạ, 1 m63
1573,Khách 1581: E nặng 52kg cao 1m64 ạ,1m64
1574,Khách 1586: Dạ em 44kg 1m6 ạk,1m6
1575,Khách 1587: 52 kg cao 1m55 mặc size j ạ,1m55
1576,Khách 1597: E cao 1m65 65kg eo86cm mặc size gì ạ,1m65
1577,Khách 1600: 1m55 năng 60ki,1m55
1578,Khách 1608: 35kg m45 mặc rộng lắm k ạ,m45
1579,"Khách 1636: nặng 55kg, cao 1m7",1m7
1580,Khách 1639: E cao 1m57 nặng 54kg,1m57
1581,Khách 1640: 48kg cao1m55 size nào vừa ạ,1m55
1582,Khách 1643: Cao 168 nặng 54ky ạ,168 
1583,Khách 1644: Mình cao 1m65 nặng 55kg thì size gì vừa ạ,1m65
1584,Khách 1645: E cao mét7 nặng 55kg thì vừa size M ko ạ hay lên size L,mét7
1585,Khách 1647: E cao 1m65 nặng 50 51 kg mặc size gì shop,1m65
1586,Khách 1652: E nặg 48kg  cao 1m55 nha chị,1m55
